,flight_AD,flight_datetime,flight_AL_Synchron_code,flight_number,flight_ID,flight_terminal_#,flight_AP,flight_AC_Synchron_code,flight_AC_PAX_capacity_total,flight_PAX,Aircraft_Stand
732,D,17.08.2019 13:30,EO,167,D,3,LED,E90,110,105,11
733,A,17.08.2019 16:55,EO,168,D,3,LED,E90,110,87,81
734,A,17.08.2019 6:10,EO,186,D,3,KZN,E90,110,83,29
735,D,17.08.2019 23:55,EO,189,D,3,NBC,E90,110,94,279
736,A,17.08.2019 6:00,EO,190,D,3,NBC,E90,110,70,18
737,A,17.08.2019 6:00,EO,198,D,3,LED,E90,110,86,169
738,D,17.08.2019 23:30,EO,201,D,3,PEE,E90,110,96,195
739,A,17.08.2019 5:15,EO,202,D,3,PEE,E90,110,108,8
740,D,17.08.2019 7:10,EO,227,D,3,VOG,E90,110,86,9
741,A,17.08.2019 11:35,EO,228,D,3,VOG,E90,110,88,20
742,D,17.08.2019 7:05,EO,337,D,3,CSY,E90,110,97,75
743,A,17.08.2019 10:30,EO,338,D,3,CSY,E90,110,89,167
744,D,17.08.2019 7:00,EO,339,D,3,MQF,E90,110,97,68
745,A,17.08.2019 20:15,EO,340,D,3,MQF,E90,110,97,70
746,D,17.08.2019 17:00,EO,389,D,3,NBC,E90,110,94,3
747,A,17.08.2019 21:35,EO,390,D,3,NBC,E90,110,103,156
748,D,17.08.2019 7:15,EO,529,D,3,REN,E90,110,81,188
749,A,17.08.2019 12:25,EO,530,D,3,REN,E90,110,100,2
750,D,17.08.2019 0:30,EO,563,D,3,OSW,E90,110,64,12
751,A,17.08.2019 6:15,EO,564,D,3,OSW,E90,110,72,171
752,D,17.08.2019 7:05,EO,645,D,3,RTW,E90,110,92,20
753,A,17.08.2019 21:45,EO,646,D,3,RTW,E90,110,68,283
754,D,17.08.2019 23:55,EO,729,D,3,REN,E90,110,94,93
755,D,17.08.2019 18:10,BA,234,I,5,LHR,321,154,148,75
756,A,17.08.2019 16:50,BA,235,I,5,LHR,321,154,136,189
757,A,17.08.2019 16:20,SU,260,I,3,CDG,32B,183,170,17
758,D,17.08.2019 20:45,SU,400,I,2,CAI,32B,183,121,186
759,A,17.08.2019 7:25,SU,401,I,3,CAI,32B,183,177,44
760,D,17.08.2019 1:35,SU,500,I,3,TLV,32B,183,181,7
761,A,17.08.2019 12:00,SU,501,I,3,TLV,32B,183,176,44
762,D,17.08.2019 13:20,SU,508,I,3,TLV,32B,183,177,208
763,A,17.08.2019 23:05,SU,509,I,3,TLV,32B,183,171,72
764,D,17.08.2019 7:45,SU,1138,D,1,AER,32B,183,171,153
765,A,17.08.2019 13:40,SU,1139,D,1,AER,32B,183,147,97
766,D,17.08.2019 9:15,SU,1190,D,1,KZN,32B,183,167,194
767,A,17.08.2019 13:15,SU,1191,D,1,KZN,32B,183,77,168
768,D,17.08.2019 19:20,SU,1194,D,1,KZN,32B,183,122,95
769,A,17.08.2019 23:40,SU,1195,D,1,KZN,32B,183,47,88
770,D,17.08.2019 22:15,SU,1198,D,1,KZN,32B,183,174,174
771,D,17.08.2019 15:10,SU,1324,D,1,MMK,32B,183,181,113
772,A,17.08.2019 21:05,SU,1325,D,1,MMK,32B,183,167,134
773,D,17.08.2019 21:25,SU,1450,D,3,KEJ,32B,183,174,175
774,A,17.08.2019 7:15,SU,1451,D,3,KEJ,32B,183,182,55
775,D,17.08.2019 0:55,SU,1536,D,3,TOF,32B,183,171,220
776,A,17.08.2019 10:25,SU,1537,D,3,TOF,32B,183,180,174
777,D,17.08.2019 16:15,SU,1862,I,3,EVN,32B,183,182,18
778,A,17.08.2019 23:20,SU,1863,I,3,EVN,32B,183,182,35
779,D,17.08.2019 23:40,SU,1866,I,3,EVN,32B,183,138,21
780,A,17.08.2019 7:05,SU,1867,I,3,EVN,32B,183,147,81
781,D,17.08.2019 21:45,SU,1882,I,3,FRU,32B,183,183,163
782,A,17.08.2019 7:40,SU,1883,I,3,FRU,32B,183,169,71
783,A,17.08.2019 0:15,SU,1897,I,3,EVN,32B,183,147,23
784,A,17.08.2019 6:55,SU,1937,I,2,KGF,32B,183,171,38
785,D,17.08.2019 0:55,SU,1942,I,2,ALA,32B,183,173,82
786,A,17.08.2019 11:10,SU,1943,I,2,ALA,32B,183,182,47
787,D,17.08.2019 21:00,SU,1946,I,3,ALA,32B,183,176,23
788,A,17.08.2019 7:35,SU,1947,I,2,ALA,32B,183,183,38
789,D,17.08.2019 23:50,SU,1956,I,2,TSE,32B,183,179,42
790,A,17.08.2019 8:05,SU,1957,I,2,TSE,32B,183,156,63
791,D,17.08.2019 10:10,SU,2012,I,5,PRG,32B,183,156,40
792,A,17.08.2019 16:35,SU,2013,I,2,PRG,32B,183,145,175
793,D,17.08.2019 19:15,SU,2016,I,5,PRG,32B,183,139,12
794,A,17.08.2019 4:30,SU,2017,I,5,PRG,32B,183,159,38
795,D,17.08.2019 17:00,SU,2024,I,5,PRG,32B,183,156,24
796,A,17.08.2019 23:25,SU,2025,I,3,PRG,32B,183,148,72
797,A,17.08.2019 0:25,SU,2047,I,3,SPU,32B,183,159,33
798,D,17.08.2019 16:45,SU,2048,I,3,SPU,32B,183,180,186
799,A,17.08.2019 23:55,SU,2049,I,3,SPU,32B,183,147,186
800,D,17.08.2019 6:55,SU,2052,I,3,TIV,32B,183,178,15
801,A,17.08.2019 14:45,SU,2053,I,3,TIV,32B,183,147,75
802,D,17.08.2019 8:05,SU,2110,I,2,ATH,32B,183,166,58
803,A,17.08.2019 17:15,SU,2111,I,2,ATH,32B,183,174,81
804,D,17.08.2019 19:25,SU,2112,I,2,ATH,32B,183,130,185
805,A,17.08.2019 4:20,SU,2113,I,2,ATH,32B,183,161,192
806,A,17.08.2019 0:25,SU,2125,I,3,SKG,32B,183,165,58
807,D,17.08.2019 10:50,SU,2126,I,5,HER,32B,183,147,47
808,A,17.08.2019 20:35,SU,2127,I,5,HER,32B,183,176,67
809,D,17.08.2019 9:35,SU,2142,I,2,AYT,32B,183,168,13
810,A,17.08.2019 18:10,SU,2143,I,3,AYT,32B,183,170,71
811,D,17.08.2019 9:05,SU,2184,I,5,VIE,32B,183,173,29
812,A,17.08.2019 15:40,SU,2185,I,5,VIE,32B,183,178,34
813,D,17.08.2019 19:45,SU,2192,I,5,AMS,32B,183,172,75
814,A,17.08.2019 4:25,SU,2193,I,3,AMS,32B,183,132,42
815,D,17.08.2019 7:55,SU,2306,I,3,FRA,32B,183,178,74
816,A,17.08.2019 15:35,SU,2307,I,3,FRA,32B,183,179,44
817,D,17.08.2019 17:55,SU,2382,I,2,GVA,32B,183,145,24
818,A,17.08.2019 2:10,SU,2383,I,3,GVA,32B,183,146,30
819,D,17.08.2019 9:50,SU,2390,I,2,ZRH,32B,183,182,2
820,A,17.08.2019 18:00,SU,2391,I,2,ZRH,32B,183,178,60
821,D,17.08.2019 19:55,SU,2414,I,3,MXP,32B,183,172,220
822,A,17.08.2019 5:00,SU,2415,I,3,MXP,32B,183,166,10
823,D,17.08.2019 7:35,SU,2452,I,3,CDG,32B,183,176,12
824,D,17.08.2019 10:05,SU,2454,I,3,CDG,32B,183,160,17
825,A,17.08.2019 18:55,SU,2455,I,3,CDG,32B,183,135,60
826,D,17.08.2019 11:45,SU,2462,I,3,CDG,32B,183,175,22
827,A,17.08.2019 20:35,SU,2463,I,3,CDG,32B,183,138,49
828,D,17.08.2019 6:40,SU,2500,I,3,MAD,32B,183,177,28
829,A,17.08.2019 17:50,SU,2501,I,3,MAD,32B,183,175,34
830,D,17.08.2019 19:20,SU,2512,I,3,BCN,32B,183,176,12
831,A,17.08.2019 5:35,SU,2513,I,3,BCN,32B,183,170,83
832,D,17.08.2019 12:10,SU,2514,I,3,BCN,32B,183,180,192
833,A,17.08.2019 22:15,SU,2515,I,3,BCN,32B,183,176,94
834,D,17.08.2019 11:00,SU,2522,I,3,ALC,32B,183,183,76
835,A,17.08.2019 22:05,SU,2523,I,3,ALC,32B,183,173,51
836,D,17.08.2019 13:40,SU,2582,I,3,LHR,32B,183,181,169
837,A,17.08.2019 23:10,SU,2583,I,3,LHR,32B,183,175,1
838,D,17.08.2019 8:35,SU,2602,I,3,MAD,32B,183,143,6
839,A,17.08.2019 20:00,SU,2603,I,3,MAD,32B,183,140,171
840,D,17.08.2019 18:15,SU,2604,I,3,MAD,32B,183,168,183
841,A,17.08.2019 5:25,SU,2605,I,3,MAD,32B,183,170,24
842,D,17.08.2019 7:20,SU,2638,I,3,BCN,32B,183,180,22
843,A,17.08.2019 17:35,SU,2639,I,3,BCN,32B,183,181,165
844,D,17.08.2019 9:35,SU,2648,I,3,BCN,32B,183,182,37
845,A,17.08.2019 19:50,SU,2649,I,3,BCN,32B,183,180,210
846,D,17.08.2019 19:10,SU,263,I,3,LHR,321,170,162,181
847,A,17.08.2019 7:15,SU,1853,I,5,GYD,321,170,157,43
848,D,17.08.2019 9:55,SU,2072,I,5,LCA,321,170,154,2
849,A,17.08.2019 18:45,SU,2073,I,5,LCA,321,170,169,200
850,D,17.08.2019 8:30,SU,2104,I,5,VNO,321,170,137,6
851,A,17.08.2019 12:40,SU,2105,I,5,VNO,321,170,147,7
852,D,17.08.2019 16:15,SU,2124,I,3,SKG,321,170,136,158
853,D,17.08.2019 20:15,SU,2144,I,2,AYT,321,170,114,63
854,A,17.08.2019 5:25,SU,2145,I,2,AYT,321,170,131,186
855,D,17.08.2019 8:30,SU,2202,I,3,HEL,321,170,158,211
856,A,17.08.2019 13:05,SU,2203,I,3,HEL,321,170,113,43
857,D,17.08.2019 13:55,SU,2360,I,5,NCE,321,170,136,184
858,A,17.08.2019 22:40,SU,2361,I,5,NCE,321,170,160,37
859,A,17.08.2019 4:15,SU,2453,I,3,CDG,321,170,134,72
860,D,17.08.2019 19:35,SU,2460,I,3,CDG,321,170,166,202
861,D,17.08.2019 10:05,SU,2470,I,5,NCE,321,170,157,70
862,A,17.08.2019 18:55,SU,2471,I,5,NCE,321,170,162,12
863,D,17.08.2019 7:05,SU,2580,I,3,LHR,321,170,146,18
864,A,17.08.2019 16:35,SU,2581,I,3,LHR,321,170,161,33
865,A,17.08.2019 13:05,KC,275,I,5,ALA,32N,162,130,69
866,D,17.08.2019 14:00,KC,276,I,5,ALA,32Q,162,146,35
867,A,17.08.2019 8:50,KC,893,I,5,TSE,32N,162,111,22
868,D,17.08.2019 9:50,KC,894,I,5,TSE,32N,162,103,64
869,D,17.08.2019 21:55,EO,301,D,3,BQS,763,290,137,217
870,A,17.08.2019 12:45,EO,440,I,2,TYN,763,290,285,211
871,D,17.08.2019 17:55,EO,443,I,2,SJW,763,290,289,3
872,D,17.08.2019 12:10,EO,453,I,2,CAN,763,290,232,65
873,A,17.08.2019 12:55,EO,496,I,2,LHW,763,290,249,59
874,A,17.08.2019 15:50,N4,302,D,3,BQS,772,440,185,83
875,D,17.08.2019 1:25,N4,1611,I,2,HER,772,440,437,23
876,A,17.08.2019 10:45,N4,1612,I,2,HER,772,440,439,82
877,D,17.08.2019 2:10,N4,1835,I,2,DLM,772,440,352,49
878,A,17.08.2019 11:20,N4,1836,I,2,DLM,772,440,413,84
879,D,17.08.2019 15:15,N4,2735,I,2,CXR,772,440,434,44
880,D,17.08.2019 14:10,N4,7649,I,2,DJE,772,440,437,66
881,D,17.08.2019 7:40,N4,355,I,2,CUN,77W,486,389,56
882,D,17.08.2019 13:50,N4,1723,I,2,MIR,77W,486,479,172
883,A,17.08.2019 23:40,N4,1724,I,2,MIR,77W,486,389,47
884,D,17.08.2019 2:30,N4,1801,I,2,AYT,77W,486,389,83
885,A,17.08.2019 10:55,N4,1802,I,2,AYT,77W,486,389,3
886,D,17.08.2019 13:15,N4,1803,I,2,AYT,77W,486,389,61
887,A,17.08.2019 22:30,N4,1804,I,2,AYT,77W,486,389,102
888,A,17.08.2019 19:55,BT,422,I,5,RIX,CS3,145,135,102
889,D,17.08.2019 20:40,BT,423,I,5,RIX,CS3,145,116,162
890,A,17.08.2019 9:00,BT,424,I,5,RIX,CS3,145,130,210
891,D,17.08.2019 9:45,BT,425,I,5,RIX,CS3,145,136,37
892,A,17.08.2019 1:00,BT,426,I,5,RIX,CS3,145,139,39
893,D,17.08.2019 4:50,BT,427,I,5,RIX,CS3,145,116,77
894,A,17.08.2019 14:40,BT,428,I,5,RIX,CS3,145,139,39
895,D,17.08.2019 15:25,BT,429,I,5,RIX,CS3,145,130,33
896,A,17.08.2019 5:30,JD,475,I,2,HGH,332,264,242,50
897,D,17.08.2019 8:55,JD,476,I,2,HGH,332,264,225,70
898,A,17.08.2019 22:35,RL,506,I,2,TPE,763,330,326,26
899,D,17.08.2019 3:50,RL,7743,I,2,BCN,763,330,330,32
900,D,17.08.2019 22:55,SU,530,I,2,BEY,320,140,104,215
901,D,17.08.2019 7:20,SU,570,I,3,TLV,320,140,132,72
902,D,17.08.2019 6:10,SU,1246,D,1,REN,320,140,67,10
903,A,17.08.2019 11:45,SU,1247,D,1,REN,320,140,121,205
904,D,17.08.2019 6:30,SU,1270,D,1,KZN,320,140,122,117
905,A,17.08.2019 10:45,SU,1271,D,1,KZN,320,140,78,116
906,D,17.08.2019 13:55,SU,1312,D,1,MRV,320,140,136,210
907,A,17.08.2019 19:45,SU,1313,D,1,MRV,320,140,133,170
908,D,17.08.2019 6:25,SU,1438,D,1,UFA,320,140,136,116
909,A,17.08.2019 12:50,SU,1439,D,1,UFA,320,140,134,180
910,D,17.08.2019 3:05,SU,1448,D,3,MQF,320,140,102,44
911,A,17.08.2019 9:05,SU,1449,D,3,MQF,320,140,122,71
912,D,17.08.2019 23:50,SU,1484,D,3,KJA,320,140,112,215
913,A,17.08.2019 10:20,SU,1485,D,3,KJA,320,140,138,72
914,D,17.08.2019 0:05,SU,1574,D,3,AAQ,320,140,69,197
915,A,17.08.2019 5:40,SU,1575,D,3,AAQ,320,140,136,219
916,D,17.08.2019 2:55,SU,1674,D,3,ROV,320,140,86,80
917,A,17.08.2019 8:45,SU,1675,D,3,ROV,320,140,108,61
918,A,17.08.2019 5:55,SU,1845,I,3,KIV,320,140,112,67
919,D,17.08.2019 23:50,SU,1852,I,5,GYD,320,140,138,162
920,D,17.08.2019 22:25,SU,1936,I,3,KGF,320,140,112,213
921,D,17.08.2019 0:10,SU,1948,I,2,AKX,320,140,79,45
922,A,17.08.2019 6:35,SU,1949,I,2,AKX,320,140,124,48
923,A,17.08.2019 8:15,SU,1961,I,2,KZO,320,140,135,49
924,D,17.08.2019 10:05,SU,2040,I,5,ZAG,320,140,114,184
925,A,17.08.2019 17:05,SU,2041,I,5,ZAG,320,140,121,26
926,D,17.08.2019 20:00,SU,2070,I,5,LCA,320,140,123,53
927,A,17.08.2019 5:40,SU,2071,I,5,LCA,320,140,124,44
928,D,17.08.2019 10:15,SU,2090,I,2,BEG,320,140,112,97
929,A,17.08.2019 17:10,SU,2091,I,2,BEG,320,140,127,51
930,A,17.08.2019 4:35,SU,2093,I,2,BEG,320,140,114,56
931,D,17.08.2019 21:15,SU,2108,I,5,VNO,320,140,114,280
932,D,17.08.2019 12:55,SU,2116,I,2,ATH,320,140,124,48
933,A,17.08.2019 22:05,SU,2117,I,2,ATH,320,140,125,231
934,D,17.08.2019 21:15,SU,2134,I,5,IST,320,140,128,199
935,D,17.08.2019 16:35,SU,2146,I,3,AYT,320,140,128,65
936,A,17.08.2019 0:55,SU,2147,I,3,AYT,320,140,122,3
937,D,17.08.2019 18:20,SU,2200,I,3,HEL,320,140,117,209
938,A,17.08.2019 22:45,SU,2201,I,3,HEL,320,140,105,84
939,D,17.08.2019 10:15,SU,2300,I,3,FRA,320,140,137,84
940,A,17.08.2019 18:30,SU,2301,I,3,FRA,320,140,126,62
941,D,17.08.2019 18:50,SU,2304,I,3,FRA,320,140,130,98
942,A,17.08.2019 2:35,SU,2305,I,3,FRA,320,140,112,1
943,D,17.08.2019 9:25,SU,2322,I,3,MUC,320,140,135,78
944,A,17.08.2019 16:40,SU,2323,I,3,MUC,320,140,133,206
945,D,17.08.2019 10:35,SU,2346,I,3,HAM,320,140,135,25
946,A,17.08.2019 17:15,SU,2347,I,3,HAM,320,140,130,9
947,D,17.08.2019 16:05,SU,2348,I,3,HAM,320,140,124,155
948,A,17.08.2019 22:45,SU,2349,I,3,HAM,320,140,126,3
949,D,17.08.2019 8:45,SU,2374,I,3,LYS,320,140,112,31
950,A,17.08.2019 17:40,SU,2375,I,3,LYS,320,140,107,21
951,A,17.08.2019 4:45,SU,2377,I,3,LYS,320,140,60,83
952,D,17.08.2019 8:35,SU,2378,I,3,MRS,320,140,120,23
953,A,17.08.2019 17:40,SU,2379,I,3,MRS,320,140,103,122
954,D,17.08.2019 18:10,SU,2386,I,3,ARN,320,140,138,176
955,A,17.08.2019 23:30,SU,2387,I,3,ARN,320,140,70,28
956,D,17.08.2019 18:25,SU,2392,I,2,ZRH,320,140,128,75
957,A,17.08.2019 2:50,SU,2393,I,3,ZRH,320,140,127,10
958,D,17.08.2019 8:35,SU,2402,I,3,FCO,320,140,130,170
959,A,17.08.2019 17:30,SU,2403,I,3,FCO,320,140,125,24
960,D,17.08.2019 18:40,SU,2404,I,3,FCO,320,140,118,198
961,A,17.08.2019 4:40,SU,2405,I,3,FCO,320,140,119,2
962,D,17.08.2019 11:25,SU,2406,I,3,FCO,320,140,123,16
963,A,17.08.2019 20:15,SU,2407,I,3,FCO,320,140,129,159
964,D,17.08.2019 14:30,SU,2408,I,3,FCO,320,140,130,154
965,A,17.08.2019 23:05,SU,2409,I,3,FCO,320,140,123,88
966,D,17.08.2019 8:25,SU,2410,I,3,MXP,320,140,140,29
967,A,17.08.2019 16:45,SU,2411,I,3,MXP,320,140,128,34
968,D,17.08.2019 6:50,SU,2416,I,3,MXP,320,140,112,196
969,A,17.08.2019 15:05,SU,2417,I,3,MXP,320,140,113,83
970,A,17.08.2019 4:00,SU,2423,I,3,VCE,320,140,124,25
971,D,17.08.2019 7:50,SU,2424,I,5,BLQ,320,140,126,30
972,A,17.08.2019 15:45,SU,2425,I,5,BLQ,320,140,134,39
973,D,17.08.2019 14:05,SU,2458,I,3,CDG,320,140,137,73
974,A,17.08.2019 22:50,SU,2459,I,3,CDG,320,140,101,35
975,D,17.08.2019 17:55,SU,2468,I,2,BUD,320,140,127,67
976,A,17.08.2019 0:10,SU,2469,I,3,BUD,320,140,125,74
977,A,17.08.2019 4:15,SU,2475,I,5,NCE,320,140,125,2
978,D,17.08.2019 7:35,SU,2482,I,3,VRN,320,140,122,26
979,A,17.08.2019 15:30,SU,2483,I,3,VRN,320,140,126,27
980,D,17.08.2019 5:40,SU,2570,I,3,LHR,320,140,117,21
981,A,17.08.2019 14:40,SU,2571,I,3,LHR,320,140,133,181
982,D,17.08.2019 8:50,SU,2576,I,3,LHR,320,140,121,80
983,A,17.08.2019 17:40,SU,2577,I,3,LHR,320,140,136,71
984,D,17.08.2019 15:55,SU,2586,I,3,MXP,320,140,124,161
985,A,17.08.2019 4:55,SU,2591,I,3,DUB,320,140,125,32
986,D,17.08.2019 19:45,SU,2594,I,3,MUC,320,140,112,26
987,A,17.08.2019 3:15,SU,2595,I,3,MUC,320,140,134,8
988,D,17.08.2019 9:15,SU,2596,I,5,VCE,320,140,112,44
989,A,17.08.2019 17:05,SU,2597,I,5,VCE,320,140,112,22
990,D,17.08.2019 9:40,SU,2610,I,3,LJU,320,140,127,66
991,A,17.08.2019 17:00,SU,2611,I,3,LJU,320,140,129,37
992,D,17.08.2019 18:15,SU,2680,I,5,RIX,320,140,116,31
993,A,17.08.2019 22:25,SU,2681,I,3,RIX,320,140,126,45
994,D,17.08.2019 9:15,SU,2682,I,3,RIX,320,140,137,75
995,A,17.08.2019 13:20,SU,2683,I,3,RIX,320,140,136,20
996,A,17.08.2019 3:05,AZ,542,I,5,CTA,321,200,147,75
997,D,17.08.2019 4:05,AZ,543,I,5,CTA,321,200,141,40
998,A,17.08.2019 15:50,AZ,546,I,5,MXP,320,180,138,86
999,D,17.08.2019 16:55,AZ,547,I,5,MXP,320,180,156,200
1000,A,17.08.2019 15:15,AZ,548,I,5,FCO,320,180,146,168
1001,D,17.08.2019 16:40,AZ,549,I,5,FCO,320,180,161,35
1002,A,17.08.2019 3:20,KM,560,I,5,MLA,320,180,139,158
1003,D,17.08.2019 4:20,KM,561,I,5,MLA,320,180,139,26
1004,D,17.08.2019 5:00,AZ,595,I,5,FCO,320,180,165,81
1005,A,17.08.2019 3:45,AZ,596,I,5,FCO,320,180,129,80
1006,A,17.08.2019 7:50,FB,643,I,2,BOJ,320,180,178,148
1007,D,17.08.2019 8:45,FB,644,I,2,BOJ,320,180,173,73
1008,A,17.08.2019 15:05,FB,659,I,2,BOJ,320,180,144,70
1009,D,17.08.2019 16:00,FB,660,I,2,BOJ,320,180,171,184
1010,A,17.08.2019 17:25,MU,591,I,2,PVG,333,298,262,103
1011,D,17.08.2019 19:05,MU,592,I,2,PVG,333,298,272,164
1012,A,17.08.2019 17:00,MU,5009,I,2,PVG,333,298,200,164
1013,D,17.08.2019 19:10,MU,5010,I,2,PVG,333,298,270,199
1014,A,17.08.2019 18:25,3U,609,I,2,CTU,333,301,271,65
1015,D,17.08.2019 20:20,3U,610,I,2,CTU,333,301,271,99
1016,A,17.08.2019 16:55,CA,909,I,2,PEK,333,301,280,18
1017,D,17.08.2019 18:45,CA,910,I,2,PEK,333,301,290,160
1018,A,17.08.2019 15:00,FB,651,I,2,BOJ,733,148,119,195
1019,D,17.08.2019 15:50,FB,652,I,2,BOJ,733,148,99,43
1020,A,17.08.2019 21:00,KC,875,I,5,ALA,32A,148,107,45
1021,D,17.08.2019 22:05,KC,876,I,5,ALA,32A,148,132,41
1022,A,17.08.2019 20:45,JU,654,I,5,BEG,319,138,134,155
1023,D,17.08.2019 21:35,JU,655,I,5,BEG,319,138,126,209
1024,A,17.08.2019 3:25,JU,656,I,5,BEG,319,138,115,29
1025,D,17.08.2019 4:10,JU,657,I,5,BEG,319,138,117,34
1026,A,17.08.2019 19:15,CZ,655,I,3,CAN,332,260,228,43
1027,D,17.08.2019 21:10,CZ,656,I,3,CAN,332,260,255,75
1028,A,17.08.2019 13:45,LO,675,I,5,WAW,E95,112,92,7
1029,D,17.08.2019 14:35,LO,676,I,5,WAW,E95,112,95,26
1030,A,17.08.2019 19:45,LO,677,I,5,WAW,E95,112,91,84
1031,D,17.08.2019 20:40,LO,678,I,5,WAW,E95,112,95,31
1032,A,17.08.2019 21:20,KC,873,I,5,TSE,321,179,137,187
1033,D,17.08.2019 22:20,KC,874,I,5,TSE,321,179,122,240
1034,A,17.08.2019 4:25,8L,881,I,2,KMG,333,303,292,52
1035,D,17.08.2019 6:15,8L,882,I,2,KMG,333,303,288,58
1036,D,17.08.2019 5:40,KL,900,I,5,AMS,73H,186,137,1
1037,A,17.08.2019 16:05,KL,903,I,5,AMS,73H,186,154,36
1038,D,17.08.2019 17:00,KL,904,I,5,AMS,73H,186,176,49
1039,A,17.08.2019 1:30,KL,907,I,5,AMS,73H,186,124,78
1040,A,17.08.2019 12:35,KL,901,I,5,AMS,73W,142,131,77
1041,D,17.08.2019 13:30,KL,902,I,5,AMS,73W,142,138,48
1042,A,17.08.2019 16:50,KE,923,I,3,ICN,789,269,190,84
1043,D,17.08.2019 18:55,KE,924,I,3,ICN,789,269,249,3
1044,A,17.08.2019 9:50,B2,975,I,2,MSQ,E95,107,105,59
1045,D,17.08.2019 10:35,B2,976,I,3,MSQ,E95,107,101,11
1046,A,17.08.2019 19:30,B2,977,I,2,MSQ,E95,107,105,80
1047,D,17.08.2019 20:30,B2,978,I,3,MSQ,E95,107,93,220
1048,A,17.08.2019 14:15,AF,1044,I,5,CDG,321,212,177,63
1049,D,17.08.2019 15:15,AF,1045,I,5,CDG,321,212,209,80
1050,A,17.08.2019 17:45,AF,1744,I,5,CDG,321,212,170,81
1051,D,17.08.2019 18:45,AF,1745,I,5,CDG,321,212,194,75
1052,A,17.08.2019 0:05,AF,1144,I,5,CDG,319,143,115,9
1053,D,17.08.2019 8:45,AF,1145,I,5,CDG,319,143,115,23
1054,A,17.08.2019 1:35,AF,1844,I,5,CDG,319,143,117,16
1055,D,17.08.2019 6:10,AF,1845,I,5,CDG,319,143,133,15
1056,D,17.08.2019 1:10,EO,1805,I,2,AYT,763,340,272,79
1057,A,17.08.2019 9:50,EO,1806,I,2,AYT,763,340,329,56
1058,A,17.08.2019 18:40,SN,2845,I,5,BRU,319,141,130,20
1059,D,17.08.2019 19:30,SN,2846,I,5,BRU,319,141,136,104
1060,A,17.08.2019 20:10,CZ,6001,I,3,URC,738,178,125,37
1061,D,17.08.2019 21:35,CZ,6002,I,3,URC,738,178,155,199
1062,D,17.08.2019 20:10,FV,6143,D,3,SIP,773,373,61,8
1063,A,17.08.2019 16:15,FV,6266,I,3,CMB,773,373,305,33
1064,D,17.08.2019 20:20,FV,6273,D,3,UUS,773,373,369,42
1065,A,17.08.2019 15:45,FV,6274,D,3,UUS,773,373,373,40
1066,D,17.08.2019 18:25,FV,6281,D,3,VVO,773,373,368,59
1067,A,17.08.2019 14:00,FV,6282,D,3,VVO,773,373,373,73
1068,D,17.08.2019 17:05,FV,6283,D,3,UUS,773,373,361,26
1069,A,17.08.2019 12:25,FV,6284,D,3,UUS,773,373,372,207
1070,D,17.08.2019 19:55,FV,6289,D,3,GDX,773,373,365,252
1071,A,17.08.2019 14:10,FV,6290,D,3,GDX,773,373,359,28
1072,D,17.08.2019 17:50,FV,6147,D,3,SIP,77W,457,145,8
1073,D,17.08.2019 8:25,FV,6151,D,3,SIP,77W,457,447,2
1074,A,17.08.2019 2:45,FV,6152,D,3,SIP,77W,457,454,83
1075,D,17.08.2019 19:50,FV,6285,D,3,PKC,77W,457,428,3
1076,A,17.08.2019 15:55,FV,6286,D,3,PKC,77W,457,451,22
1077,D,17.08.2019 18:30,FV,6287,D,3,KHV,77W,457,445,277
1078,A,17.08.2019 14:50,FV,6298,D,3,KHV,77W,457,452,3
1079,A,17.08.2019 12:30,FV,6288,D,3,KHV,74E,447,445,47
1080,D,17.08.2019 21:05,FV,6297,D,3,KHV,74E,447,444,172
1081,D,17.08.2019 14:05,RL,7505,I,2,NBE,77W,492,444,181
1082,D,17.08.2019 3:30,RL,7701,I,2,AYT,77W,492,490,38
1083,D,17.08.2019 10:35,RL,7703,I,2,AYT,77W,492,394,78
1084,A,17.08.2019 18:30,RL,7704,I,2,AYT,77W,492,394,37
1085,D,17.08.2019 15:45,RL,7705,I,2,AYT,77W,492,486,106
1086,A,17.08.2019 23:50,RL,7706,I,2,AYT,77W,492,489,106
1087,D,17.08.2019 13:40,RL,7525,I,2,GZP,752,224,224,209
1088,A,17.08.2019 22:00,RL,7526,I,2,GZP,752,224,222,46
1089,D,17.08.2019 3:05,RL,7543,I,2,DLM,752,224,221,47
1090,A,17.08.2019 11:15,RL,7544,I,2,DLM,752,224,220,49
1091,A,17.08.2019 18:05,HU,7985,I,5,PEK,333,292,280,44
1092,D,17.08.2019 19:55,HU,7986,I,5,PEK,333,292,269,197
1093,D,17.08.2019 2:50,ZF,9007,I,2,AYT,77W,531,425,46
1094,A,17.08.2019 23:30,ZF,9010,I,2,AYT,77W,531,425,43
